gene_id,symbol,entrezid,gene_biotype,Biological Group,,,,,,,,,,,,,,,,,,,,
,,,,LT-HSC,,,LSK,,,PROG,,,CMP,,,GMP,,,MEP,,,LIN,,
ENSMUSG00000032224,Fam81a,76886,protein_coding,0,1.000040056,12.817,5.97776,1.08083,4.14412,1.1469,10.7543,10.7596,2.29627,1.05255,1.03032,0,0,0,0,0,6.12649,14.9692,8.56745,6.17758
ENSMUSG00000032226,Gcnt3,72077,protein_coding,0,1,2,1,1,0,0,1,7,1,0,0,0,1,0,0,1,0,8,1.01205,2.00892
ENSMUSG00000032228,Tcf12,21406,protein_coding,51.2413,40.40425,128.0195,170.09605,105.0743,65.909925,8.11556,77.59098,258.87434,6.0217,68.0444,28.00398,6,23.85078,0,13,79.2709,137.36194,133.1113863,86.5977,150.0275
ENSMUSG00000032231,Anxa2,12306,protein_coding,4.63794,0,10.50247,1.24307,8.16723,0,0,2.44661,4.12692,0,0,3.00376,0,4.5856,0,0,0,2.51347,8.12347,2.01903,22.09761
ENSMUSG00000032232,Cgnl1,68178,protein_coding,2,0,0,5,0,0,0,1,0,1,1,3,0,1,0,0,1,1,7,1,12
ENSMUSG00000032235,Ice2,93697,protein_coding,2.05969,0,9.68586,8,3.12778,5.26889,0,2,1,0.675576,0,0,0,1.287906,0,0,1.22892,1.08782,2,0,4
ENSMUSG00000032238,Rora,19883,protein_coding,10.06337,1,24.546,10.5894,7.26901,15.9187192,1,4.37921,15.7664,0,0,2,0,0,0,1,7,28.0116,0.0965419,2.50253,3.22315
ENSMUSG00000032239,Rp9,55934,protein_coding,813.156,705.335,1288.43,668.59,741.118,977.397,246.638,641.931,1116.55,263.533,360.014,636.354,260.26,343.341,1185.51,552.928,1082.4,1861.69,504.675,699.463,879.608
ENSMUSG00000032243,Itga11,319480,protein_coding,1,8.08631,0,5.1123,0,0,1,6.07002,0,2.00461,1,1,0,0,4.15348,0,1.00129,5,6.18303,4.14923,2.07431
ENSMUSG00000032244,Fem1b,14155,protein_coding,140,128,480,262,246,194,48,168,368,35,106,114,14,44,13,59,219,523,83,116,214
ENSMUSG00000032245,Cln6,76524,protein_coding,1,1.09359,0,2.03723,2.37146,1.21232,2,3.17085,0,1.0567,0,0,0,1.1891,0,0,0,1.13635,1,0,0
ENSMUSG00000032246,Calml4,75600,protein_coding,1,7,3,0,0,6.15221,1,0,7,2,0,2.57194,0,0,0,1,0,7,1,2,2
ENSMUSG00000032249,Anp32a,11737,protein_coding,67.48179571,226.60175,81.60733,48.44865,98.14834,76.09876,29.88085,46.59433,36.12354,7.24462,46.83118,47.66071513,14.25646,7.219274633,0,26.2842,57.35944,186.60241,9.88447,42.48282,19.21327
ENSMUSG00000032251,Irak1bp1,65099,protein_coding,20,11,36,42,52.99995,28,1,13,22,12,15.99999,28,3,6,1,3,11,45,15,12,10
ENSMUSG00000032252,Glce,,protein_coding,19,23,61,69,35,50,4,24,79,3,20,24,8,8,2,2,9,33,30,19,40
ENSMUSG00000032253,Phip,83946,protein_coding,152.82121,44.59486,316.11394,249.49446,176.8958,162.6146,49.69435,201.96007,307.6361,23.104927,57.37381,107.01414,7.317996,22.425623,125.36315,25.51628,79.42796,246.14439,147.54066,174.24792,225.13563
ENSMUSG00000032254,Kif23,71819,protein_coding,115.22,65.6631,144.587,147.113,176.243,112.627,54.0234,186.202,261.455,23.1898,61.4432,115.944,0,23.8206,0,14.2055,37.3249,122.72,128.655,188.055,196.547
ENSMUSG00000032257,Ankk1,244859,protein_coding,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032258,Lca5,75782,protein_coding,0,0,0,1.39617,0,0,0,0,0,0,2.000002,0,0,0,0,0,0,1,4,4,1.76788
ENSMUSG00000032259,Drd2,13489,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032261,Sh3bgrl2,212531,protein_coding,6,3,16,3,4,0,0,12,12,0,2,3,0,1,14,0,7,15,15,3,17
ENSMUSG00000032262,Elovl4,83603,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79E-08,0,0,0
ENSMUSG00000032263,Bckdhb,12040,protein_coding,0.569663818,4.375265,51.855295,36.403032,110.99955,9.21129,1.539021,5.818494,58.4974,2.08724,38.99998,8.276901,0.383557,46.5814,130.4827,11.24431,67.6258,27.33177,10.04452,26.01633,28.15561
ENSMUSG00000032264,Zw10,26951,protein_coding,22.0385,54.3523,0,12.6204,23.0499,37.6298,9.42574,3.18045,0,12.6792,15.6637,18.8949,3.14601,16.7664,0,3.14355,59.2209,40.4221,0,0,12.1076
ENSMUSG00000032265,Fam46a,212943,protein_coding,29.9629,0,64.9546,0,0,32.2512,0,0,0,0,0,64.6365,9.98831,0,0,0,0,0,0,0,0
ENSMUSG00000032267,Usp28,235323,protein_coding,0.00690572,0.00406259,0,0.00257314,0.0403261,0.00433376,0,0.0138637,0.00128007,0,0,0.0102599,0.0134649,0,0,0,0.00925998,0.00775969,0.00550406,0.00882492,0
ENSMUSG00000032268,Tmprss5,80893,protein_coding,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0
ENSMUSG00000032269,Htr3a,15561,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032271,Nnmt,18113,protein_coding,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
ENSMUSG00000032274,Cyp19a1,13075,protein_coding,0,1.59053,0,4.21215,2.14808,0,0,1.41358,2.98156,0,0,2.04279,0,0,0,1.00393,2.39269,0,0,2.20166,0
ENSMUSG00000032278,Paqr5,74090,protein_coding,14.36678,2.776268,29.61041,69.7406,78.00263,110.4096,2,7.36054,14.1421,1.06591,1.19909,26.3758,0,1,2.20258,5.999995,3.905205096,25.78041,18.7208,26.13814,7.11752533
ENSMUSG00000032279,Idh3a,67834,protein_coding,96.2401,21.4401,329.998,85.8198,0.553755,130.51,4.21317,95.051,337.392,35.6574,40.9069,105.351,0,0.0436214,203.663,49.3589,3.50E-07,297.67,40.9109,49.1853,102.392
ENSMUSG00000032280,Tle3,21887,protein_coding,153.2362,123.66102,195.82516,280.99966,209.00026,165.99975,46.00006,222.00008,270.00049,43.00004,93.259962,98.00004,24.99996,34.99996,243.9995,40.99995,92.93987,186.00029,395.0003,411.00016,481.99987
ENSMUSG00000032281,Acsbg1,94180,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032285,Dnaja4,58233,protein_coding,0,0,0,42.4197,15.6904,26.99999,0,0,0,0,0,5.62086,0,0,0,20,65,141,11,9,28
ENSMUSG00000032288,Imp3,102462,protein_coding,453,787.999,565.997,1076,1216,815,199,319,849.998,537,601.997,624,363,522,537,714,1354,1268,272,367,315
ENSMUSG00000032289,Thsd4,207596,protein_coding,16.6362,12.76646,33.77877,44.7771,12.05563,3.00024,5.05394,41.6953,67.6631,3.0048,2.41079,5.00024,0,5.25477,1.12348,1.00171,10.595223,14.93294,76.3485,56.3582,73.1858
ENSMUSG00000032290,Ptpn9,56294,protein_coding,47,32,79,44,30,35,9,85,114,8,9,21,2.43368,15.7257,162,5,9.22571,47.7131,74.6686,114.797,92
ENSMUSG00000032291,Crabp1,12903,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032292,Nr2e3,23958,protein_coding,8,0,28,9,1,2,6.999995,23,24.99998,2.9999958,3,3,0,0,0,0,0,8.000002,3,3,9
ENSMUSG00000032293,Ireb2,64602,protein_coding,57,36,119,103.407,76,51,18,83.2576,203.579,11,28.6093,41,7,19,0,10,38,134,124.709,251,233
ENSMUSG00000032294,Pkm,18746,protein_coding,47.6739,442.818,73.5827,94.1245,486.739,128.367,20.949,53.2885,11.7449,12.7028,97.0834,83.1381,84.3249,477.729,2.36029,4.25267,15.4181,4.61944,0,2.01465,14.1411
ENSMUSG00000032295,Man2c1,73744,protein_coding,242.99999,200.420627,348.045438,322.66167,221.34554,297.735843,75.37394,249.94978,479.69269,51.95256,114.42945,182.03558,66.3952898,115.56512,438.3114,69.2979,167.082651,269.048154,215.251,218.55303,305.13
ENSMUSG00000032297,Celf6,76183,protein_coding,0,0,0,0,2,0,1,0,0,0,0,1.00044,0,0,0,0,0,0,0,1.00566,1.02203
ENSMUSG00000032298,Neil1,,protein_coding,62.34149,42.42913,83.8981,99.54791,68.39417,75.1859,7.40679,36.4376,51.8112,8.75974,48.617,34.1021,3.00757,16.7281,0,9.09011,23.80109,36.05161,146.46355,66.2672,159.00998
ENSMUSG00000032299,Commd4,66199,protein_coding,710.065,1525.43,668.949,835.438,1948.65,1159.32,253.094,348.082,347.725,516.701,1108.43,858.959,521.382,902.246,315.536,709.669,3132.16,1305.02,83.7893,89.8415,341.949
ENSMUSG00000032300,1700017B05Rik,74211,protein_coding,175.748,294.557,468.657,566.628,430.45,432.922,60.0004,247.676,540.634,90.4711,197.699,226.714,60.7955,75.7209,281.165,131.909,351.105,646.167,123.217,173.513,227.306
ENSMUSG00000032301,Psma4,26441,protein_coding,1.67298,22.58375,3.58245,14.017,20.80635,2.38489,0,0,7.44902,0,9.69115,0,0,4.375,0,1.39138,40.77744,12.99333,0,0,0
ENSMUSG00000032303,Chrna3,110834,protein_coding,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
ENSMUSG00000032305,Fam219b,78323,protein_coding,111.1205,171.8087,263.5459414,207.0004,274.482,166.3866,35.063,137.387768,263.151,16.1157,99.5197,77.6914,19.069,64.3641,450.8696,19.95808,151.6534,146.4833,116.8789,148.513781,138.85746
ENSMUSG00000032306,Mpi,110119,protein_coding,4.38485,8.49823,2.44109,17.2409,5.2591,4.61722,0,16.4072,15.054,2.56204,8.33987,9.06337,2.40755,0,1,1.74022,9.36436,11,10.99943,12.07715,22.99283
ENSMUSG00000032307,Ube2q2,109161,protein_coding,5.00353,0,9.1105,0,3.47651,2.09689,1.842,1.78588,1.2698,0,2.6093,0,2.44132,6.75633,0,0,2.71E-08,0,1.77108,0,1.56755
ENSMUSG00000032308,Ulk3,71742,protein_coding,21.8919,32.5522,57.7138,77.8297,76.2335,30.8214,10.0112,75.2731,65.4287,7.49015,14.1766,21.2057,5.07135,5.54215,21.5666,3.21062,22.0053,26.1867,88.7687,66.0346,91.3416
ENSMUSG00000032309,Fbxo22,71999,protein_coding,74.82770026,131.4779,252.6439013,423.6820002,238.7606,94.89323168,39.91930008,313.1780081,707.3872293,38.7655857,271.4078012,113.3013052,37.1305,50.44206191,288.2184,13.46480005,181.467907,230.3412009,242.7350339,293.7364019,380.8490001
ENSMUSG00000032310,Cyp1a2,13077,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032311,Nrg4,83961,protein_coding,32.12459,43.05519561,57.55711,11.00891,14.096801,20.10146,6.09561,46.2307,62.74276,0,1,8.29264,2,8.0061,0,0,3.0192,14.26344,13.782686,24.57996,45.035774
ENSMUSG00000032312,Csk,12988,protein_coding,4.36475,4.30245,0,4.37451,25.861,4.34659,4.35541,4.30984,4.41972,0,0,8.73179,0,8.64366,0,4.35777,21.6011,12.9249,4.45983,4.4671,0
ENSMUSG00000032313,AI118078,244886,protein_coding,1,4,3.00326,13.6236,3,4,0,3.52817,14.2181,0,2.04773,2,0,0,1,2,2.20421,10,8.07782,8.4953,9.00368
ENSMUSG00000032314,Etfa,110842,protein_coding,262.40366,654.27776,292.00029,329.11458,1119.99879,513.01085,111.99972,208.07114,344.12822,128.22705,500.00004,508.9925,243.00014,570,296.4888,196,1632.26025,704.16296,70.89043,134.13789,163.03859
ENSMUSG00000032315,Cyp1a1,13076,protein_coding,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,20,0,0,1
ENSMUSG00000032316,Clk3,102414,protein_coding,254.858,289.009,369.407,226.845,337.883,253.987,77.2874,207.273,225.814,53.3554,124.839,198.958,60.8887,140.164,250.67,52.3845,325.561,275.044,163.293,128.383,296.87
ENSMUSG00000032318,Isl2,104360,protein_coding,2.999999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000032320,Rcn2,26611,protein_coding,63,120.00036,96,242.00006,463.99978,171.00019,20,48,116.00047,22,145.00026,139.00006,26.99997,92.00002,103,14,146.99997,90,54,50,46.00001
ENSMUSG00000032322,Pstpip1,19200,protein_coding,660.9997,864.00015,750.00036,620.99973,830.00049,764.00005,277.99972,1078,853,141.00008,302.9998,374.99984,212.99994,314.0004,285,22,66.99997,121.99971,706.0003,1134.004,1368.99811
ENSMUSG00000032323,Cyp11a1,13070,protein_coding,5.9474,5.00698,16.31169,9.62195,1.06693,2.43567,2.33367,15.7939,2.38402,0,2,0.776726,0,0.499797,0,0,0,1.28168,3.35795,5.45837,1.06062
ENSMUSG00000032324,Tspan3,56434,protein_coding,76.7949,173.818,268.918,589.879,920,403.396,22.6626,49.9288,221.989,39.4077,214.807,203.987,53,156,323,23,127.772,105.73,67,84.9778,103
ENSMUSG00000032327,Stra6,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000032328,Tmem30a,69981,protein_coding,34.9705,34.3476,119.1523,79.30780296,42.7983,59.2654,8.83527,71.9821,127.61931,6.30501,16.5609,8.07518,7.06044,14.63843,1.00683,1.33491,22.6383,27.3958,171.1992,72.7181,112.835055
ENSMUSG00000032329,Hmg20a,66867,protein_coding,94.7831,48.0269,183.559,219.799,178.848,202.229,23.044,55.8988,134.123,25.463,48,87.2207,6.52623,23,0,16.6339,74.9497,150.915,61.9571,37.7782,110.674
ENSMUSG00000032330,Cox7a2,12866,protein_coding,2079.3,4241.13,2367.57,1179.9,2667.45,2116.15,787.106,1578.45,1858.04,1235.02,2556.03,1470.24,2196.14,4657.86,2942.4,2625.85,5844.98,5357.98,635.063,1036.57,972.607
ENSMUSG00000032332,Col12a1,,protein_coding,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,1,0
ENSMUSG00000032333,Stoml1,69106,protein_coding,88.9654,64.9204,129,106.061,11.0918,97.7329,10.8904,67,92,17.5732,21,45.8752,20,17,0,28,13.4419,56.6841,58,53,73.7236
ENSMUSG00000032334,Loxl1,16949,protein_coding,0,3,4,2,2,7,0,0,1,3,0,0,0,0,0,1,2,0,8,2,4
ENSMUSG00000032336,Nptn,20320,protein_coding,46.9166,76.64939,135.3297181,86.00002,13.10686,11.96674,2.73994,140.077426,385.11132,12,45,22.17429,7.000009,1.43987,95,25.05881,17.47715,177.334809,197.4393,465.8062,442.0097
ENSMUSG00000032338,Hcn4,330953,protein_coding,2,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,0,0,0
ENSMUSG00000032340,Neo1,18007,protein_coding,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
ENSMUSG00000032342,Mto1,68291,protein_coding,73.59582,20.24548,130.14819,151.26911,27.79167,45.18394,1.000003337,146.39651,287.46404,12.028795,20.09188,8.516078,11.4927,9.67171,5.02396,18.5555,26.54924,151.5517,144.6409,109.02354,132.79724
ENSMUSG00000032343,Impg1,63859,protein_coding,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000032344,Mb21d1,214763,protein_coding,0,0,0,0,3.03661,0,0,0,0,0,1.75963,0,0,0,129.652,0,0,0,0,0,0
ENSMUSG00000032346,Ooep,67968,protein_coding,2.10597,3.32764,1.03435,25.298,6.92871,5.34346,1.00348,19.0578,36.435,3.02685,7.23393,1.08142,0,6.53403,0,1.00226,13.6588,3.20775,50.7996,23.6179,24.3314
ENSMUSG00000032348,Gsta4,14860,protein_coding,14,8,60,35,34,58,0,3,7,0,3,8,0,0,0,5,19.6401,48,1,1,3
ENSMUSG00000032349,Elovl5,68801,protein_coding,0,7,0,7,1,3,0,0,0,0,2,2,0,0,0,0,0,2.115,0,1,0
ENSMUSG00000032350,Gclc,14629,protein_coding,51,29,107,132,59,69,9,75,183,11,35,30,6,7,62,23,137.876,210,72,44,84
ENSMUSG00000032352,Lrrc1,214345,protein_coding,34.99995,35.00004011,73,48.00003,32.00004,40.99997,6,14,67,11,12,20.99998,2.000001,3,327,5,19.9999558,47.99996,11,13,32.99997
ENSMUSG00000032353,Tmed3,66111,protein_coding,1258.7234,7610.7762,2058.306,713.9853,2411.9013,1184,790.0079,2072.355,2720.494,613,2553.0062,1569,2229.00121,6959.0038,1765.02951,157,794.29955,801,513.7208,802.022,1023.0259
ENSMUSG00000032355,Mlip,69642,protein_coding,2.38043,3.14426,26.74285,4.91713,2.14613,0,4.15205,6.31424,22.9448,0,0,1.0059,1.09742,2.03201,0,1.00095,3.34968,1.00304,12.41876,23.43804,7.22731
ENSMUSG00000032356,Rasgrf1,19417,protein_coding,2.5126,7.16795,2.08175,9.17082,1.22347,1.69522,1,5.11913,2.39591,1.66769,1.31178,2.41408,0,1,4.02106,1.33418,1,12.88197,10.03003,5.28434,0
ENSMUSG00000032357,Tinag,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000032358,Fam83b,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032359,Ctsh,13036,protein_coding,718.60144,555.16257,594.09174,93.84888,177.59032,117.605,217.99939,545.77467,752.75289,228.793,600.97982,485.492,132.01449,299.558,507.09132,9.23743,63.89966,169.52248,763.52306,1528.4886,1329.44097
ENSMUSG00000032360,Hcrtr2,387285,protein_coding,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,6,0,5
ENSMUSG00000032363,Adamts7,108153,protein_coding,0,0,0,0,1,0,0,0,0.999999981,0,0,2,0,0,0,3,4,5,3,4,5
ENSMUSG00000032366,Tpm1,22003,protein_coding,88.00002,103.0000412,216.0001,189.00005,233.00015,147.00023,24.00000038,68.999997,241.00044,31.99999,80.99996,136.99998,27.000012,52.99996,238.0002,72,328.99976,326.99967,50,68.99998799,101.999869
ENSMUSG00000032368,Zic1,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032369,Plscr1,,protein_coding,117,238.0005,156.9998,72,140.00001,100,74.9999,381.9997,212.9996,19,60.00004,85,25.00001,66,216.0001,55.9999,646,406,126.0002002,291.0003,286.9997
ENSMUSG00000032370,Lactb,80907,protein_coding,32.7841,64.7645,0,8.22149,72.4827,29.7662,35,8.31726,53.8619,8.27698,67.689,32.7961,19,16.1681,0,0,45.1088,80.488,8.44408,16.9261,7.92253
ENSMUSG00000032372,Plscr2,18828,protein_coding,0,15.3358,11.91428,93.05636,24.968,0,1.95942,99.8646,135.39259,2.25874,24.8122,2.02031,0,7.28263,4.46667,0,27.0525,11.3154,217.5762702,95.60858,102.463
ENSMUSG00000032373,Car12,76459,protein_coding,0.44494,3,0,0,4.00254,1.04824,0,0,0,1,1.82532,1.71714,0,0,0,0,0,0,0,2,0
ENSMUSG00000032374,Plod2,26432,protein_coding,0.0971015,0.00685385,0,0.0894322,0.176615,0.0763281,0.0199073,0.0153631,0.0146372,0.0442042,0,0.0191904,0,0,0,0,0.0511741,0.0104859,1.0131608,0,0
ENSMUSG00000032375,Aph1b,208117,protein_coding,7.171752,0.0675621,0,1.8531,0.64123,0,0.384947,1.17388,0,0,1.65635,0.453257,0,1.84662,0,0,0,0,0,0,0
ENSMUSG00000032376,Usp3,235441,protein_coding,166.2997,183.485649,432.6224177,417.4175678,234.74469,259.18281,38.300026,324.93433,557.5455821,37.334208,115.92051,111.18173,17.10023264,80.705599,32.14881,13.10265,124.1106578,247.08926,535.91951,404.4489,617.640323
ENSMUSG00000032377,Plscr4,235527,protein_coding,6,4,49.99997,13,15,14,0,3,15,1,0,5,0,0,0,0,8,24,7,3,12
ENSMUSG00000032380,Dapk2,13143,protein_coding,42,20,67,7,2,5,8,37.00001,61,3,9,12.000041,0,3,0,24,96.00002,162.99998,26.99997,47,77.00003
ENSMUSG00000032381,Fam96a,68250,protein_coding,739,3162.99,991,1254,4344,1261,428.961,1102.91,1623.92,561,2843,1339,756,2896,1020,540,5115,2008,723.675,1072,1010.6
ENSMUSG00000032382,Snx1,56440,protein_coding,5.08848,1.0587,1.01293,1.08542,2.77307,2.0649,0,5.03287,3.05155,2.05333,0,0,0,1.04518,0,2,7.5067,5,0,0,5.1138
ENSMUSG00000032383,Ppib,19035,protein_coding,1385.6,2655.25,1332.86,1085.6,2309.01,1070.19,571.152,888.835,1227.52,767.572,1292.63,1154.45,1137.68,2431.54,1782.82,800.508,2895.85,2067.77,420.334,579.659,647.246
ENSMUSG00000032384,Csnk1g1,214897,protein_coding,69.62624,39.55098,100.08707,187.87773,72.9,54.41262,27.15089,153.92128,138.33586,17.14160462,39.2776,25.11267,4.37736,11.43574,0,9,44.1818,78.17121,110.62727,123.35746,165.93042
ENSMUSG00000032386,Trip4,56404,protein_coding,43.51953,58.3271,117.25373,165.0395,69.57602515,49.49431,17.69055,217.1682,344.3016,11.0628636,41.1152,30.18145,4,23.72447,12.73911,7.004901,45.776452,103.135225,264.61673,283.9249,320.2603901
ENSMUSG00000032387,Rbpms2,71973;100041680,protein_coding,7,12,13,4.69298,8.69865,6,0,0,0,1,3,16,2,2,0,2,1,5,3,3,1
ENSMUSG00000032388,Spg21,27965,protein_coding,287,723,391,316,780,445.98,133,393,395,68,322,363.906,271,488.927,69,51,264.285,210,262,327.906,417.981
ENSMUSG00000032392,Parp16,214424,protein_coding,30,29.7944,30.1271,0,0.0844818,53.0147,9.50922,24.6496,37.1026,6,13.5985,9,0,7,1,7,13.5843,35.6092,0,11.2834,31
ENSMUSG00000032393,Dpp8,74388,protein_coding,3.2804,2.80633,0,0,0,0,3.00203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032394,Igdcc3,19289,protein_coding,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032396,Dis3l,,protein_coding,33.527166,60.9989,82,54.52032,80.42479,1.000000936,17.999217,106.96122,108.18,22.49957,69,48.1459,11.9977,24.999329,275,15.99968,14.45755171,151.47979,2.84031199,67.0866,70.1266
ENSMUSG00000032397,Tipin,66131,protein_coding,206.223,1056.29,564.454,496.75,1875.98,393.416,146.824,518.553,853.077,153.561,772.4,373.532,202.091,889.537,274.07,293.522,3226.99,1207.14,146.64,323.233,255.447
ENSMUSG00000032398,Snapc5,330959,protein_coding,250,486,510,439,541,285,87,363,456,75,313,198,56,187.215,195,54,251,473,244,486,444
ENSMUSG00000032399,Rpl4,67891,protein_coding,6746.14,16871.8,8215.63,23120.5,31449.9,14318.1,6447.01,7331.47,15075.9,11316.1,19798.5,11785.5,9289.16,13760.6,7779.26,12995.6,32476.3,20419.4,2383,4116,3893.66
ENSMUSG00000032400,Zwilch,68014,protein_coding,56,38.00001,118.00018,72.96215,60.313431,56.96071,20.99996,140.80559,211.8483,5.0000016,35,28.99999,7,9.000004,267,13,64.99997,142.0004,55.00476,54.00133,55.99996
ENSMUSG00000032401,Lctl,235435,protein_coding,1,0,4,1.03785,1,3.03932,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0
ENSMUSG00000032402,Smad3,17127,protein_coding,96,45,141,224.99952,154,150,18,66,120,12,28,61,10.000002,18,0,9,46,103,109,118,140
ENSMUSG00000032403,2300009A05Rik,69478,protein_coding,102,116.00034,127.00013,192.00777,237.0003,166.99997,38,80.02278,189.01439,44.00002,87.00449,39.99995,17.99996,58.00004,2,60.00003,153.00638,231.00048,82.05756,116.2323,85.0383
ENSMUSG00000032405,Pias1,56469,protein_coding,125,105.459,250,180.616,140.792,136.21,50,157.781,302,26,59,121.903,19.7539,41.4817,4.11014,14,66.32,130.276,181.889,255.693,291
ENSMUSG00000032407,U2surp,67958,protein_coding,246.5728,187.26055,549.4641,419.8152,575.77764,345.40058,136.95942,329.4773,324.59724,179.52726,434.6162,299.31528,95.61236,104.8308,246.93997,134.071,527.3063,742.06569,181.145,141.3584,164.5552
ENSMUSG00000032409,Atr,245000,protein_coding,50.22446,90.2074,37.91574,122.4458,142.02285,78.099,16.269599,124.43963,179.13715,5.98673,61.8747,40.891399,1,102.4234,5.04135,19.42159,210.01293,202.785912,68.35412,37.7587,67.84594
ENSMUSG00000032410,Xrn1,24127,protein_coding,75.51776,89.32496,175.40201,303.57521,155.99337,73.722073,28.36828,283.87968,421.66939,18.50803,113.49501,36.05138,6.22348,43.12612,132.269805,13.334495,113.8203,171.09744,271.49605,221.33865,327.19856
ENSMUSG00000032411,Tfdp2,211586,protein_coding,18.101116,26.06089,126.66093,75.09855,51.36058,69.52091,11.85694,47.145692,154.00034,6.030799,24.11398,32.45599,8,11.28485,0,16.15825,73.97444269,209.9611305,66.139684,65.56466058,95.40653
ENSMUSG00000032412,Atp1b3,11933,protein_coding,451,645.962,692,810,1630,615,143,452,859,157,487,393,125,385,580,118,880,971,365,492.994,750
ENSMUSG00000032413,Rasa2,114713,protein_coding,78.00506,69.18758,213.00611,100.66739,26.62458,35,29.70236,406.5605,309.69675,5.260229,23.91898,24.00013162,6,21.036024,126.09322,4,25.28776,47,326.4064,579.23213,499.8355
ENSMUSG00000032415,Ube2cbp,70348,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.59908,0,0,0,0,0
ENSMUSG00000032417,Rwdd2a,,protein_coding,15.00001,18.99998,28.00004,8,18.000024,17.00001,2,4,12,5,5,9,3,15.00001,1,3,5,29.99995,11,26,11
ENSMUSG00000032418,Me1,17436,protein_coding,0.371693,0,1.13743,0.641932,1.50234,0,0,1,0,0,0,0,0,0,0,0,0.214912,0.378749,0,0,0
ENSMUSG00000032419,Tbx18,76365,protein_coding,1.03687,0,1.13019,3.41344,0,0,0,4.16342,1.02735,0,0,0,0,0,0,0,0,2.01055,4.86154,3.04215,2.23631
ENSMUSG00000032420,Nt5e,23959,protein_coding,3.63433,5,9.16823,6.15361,15.44589,3,1,8,9.52366,1,1,2.00063,0,1.00263,0,2,0,5.36982,37.30867,43.11499,43.99998
ENSMUSG00000032422,Snx14,244962,protein_coding,48.87033,51.73242441,112.7722265,170.53339,77.52408,90.78847,17.53791,119.68525,186.8651,11.7405,52.2099,35.10679,4,23.58539,559.20899,10.874298,47.26213,112.19307,153.353,139.1305,136.96765
ENSMUSG00000032423,Syncrip,56403,protein_coding,172.53763,209.36015,438.8401,557.9414,451.9474719,294.3090951,64.63051,405.768,990.9539,38.99999,213.1813062,203.93734,45.03879,133.3876936,306.658,73.0001,368.4052,720.783,266.8988,355.5805,341.05455
ENSMUSG00000032425,Zfp949,,protein_coding,41.285529,23.065998,60.14016,61.5074,37.96508494,18.1127,12.047107,45.75902,78.215,5.000002,12.776133,14,1,9.08971,76.9666,6.014088,36.99842,53.19308,52.59514,95.2049,80.81573006
ENSMUSG00000032431,Crtap,56693,protein_coding,92,115.9995,197.0003,205.0003,276.0004,206.9997,32.999953,44,124,41,98.99999,123,40.99999,61,413,12,51,125,20.99999,37.00001,38.99997
ENSMUSG00000032434,Cmtm6,67213,protein_coding,271,218,407,314,303,285,80,467,430,44,145,139,33,77,2,30,117,204,783,1219,1407
ENSMUSG00000032435,Dync1li1,235661,protein_coding,156.584,175.682,221.2,197.281,176.979,101.025,32.8301,230.846,401.748,16.8507,119.533,80.0182,29,72.7722,22.0187,19.7685,184.648,192.028,285.512,351.359,468.186
